id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,not_compliant,status,inactive_loans,bad_loans,emp_length_num,grade_num,sub_grade_num,delinq_2yrs_zero,pub_rec_zero,collections_12_mths_zero,short_emp,payment_inc_ratio,final_d,last_delinq_none,last_record_none,last_major_derog_none
11325660,13237818,20000,20000,19950, 60 months,16.99,496.95,D,D1,,6 years,MORTGAGE,60000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11325660,,debt_consolidation,Debt consolidation,750xx,TX,15.34,0,19920301T000000,0,,33,8,1,3515,42.3,29,w,0,0,21114.3,21061.5,20000,1114.34,0,0,0,20140601T000000,19623.5,,20140601T000000,0,,1,0,Fully Paid,1,0,7,3,0.2,1,0,1,0,9.939,20190101T000000,1,0,1
11325218,13237377,7000,7000,7000, 36 months,19.97,260.04,D,D5,"RN, Nurse Manager",10+ years,RENT,142000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11325218,,debt_consolidation,Debt consolidation,945xx,CA,15.5,0,19960301T000000,3,26,72,9,1,4587,68.5,31,f,0,0,7558.17,7558.17,7000,558.17,0,0,0,20140601T000000,6518.01,,20150201T000000,0,26,1,0,Fully Paid,1,0,11,3,1,1,0,1,0,2.19752,20170101T000000,0,0,0
11315697,13227872,11000,11000,11000, 60 months,24.99,322.81,F,F4,Teacher,10+ years,RENT,48000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11315697,  Borrower added on 01/27/14 > I am consolidating Credit Card Debt and Loan Dept.<br>,debt_consolidation,Debt consolidation,871xx,NM,20.5,1,20010801T000000,1,23,,11,0,4817,61,28,f,0,0,13759.4,13759.4,11000,2759.39,0,0,0,20150201T000000,10208.5,,20150201T000000,0,47,1,0,Fully Paid,1,0,11,1,0.8,0,1,1,0,8.07025,20190101T000000,0,1,0
11315271,13227442,10000,10000,10000, 36 months,11.99,332.1,B,B3,Recruiter,8 years,RENT,54000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11315271,,debt_consolidation,Debt consolidation,435xx,OH,22.33,0,20070301T000000,1,,,10,0,5514,37,17,w,0,0,10733.1,10733.1,10000,733.06,0,0,0,20141001T000000,8408.36,,20141001T000000,0,,1,0,Fully Paid,1,0,9,5,0.6,1,1,1,0,7.38,20170101T000000,1,1,1
11305789,13217948,15250,15250,15250, 36 months,16.99,543.63,D,D1,laborer,10+ years,RENT,40000,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11305789,  Borrower added on 01/27/14 > pay off pnc bank and hungington bank<br>,debt_consolidation,Debt consolidation,152xx,PA,23.7,0,19941001T000000,2,,49,9,1,5416,47,41,f,0,0,17439.3,17439.3,15250,2189.27,0,0,0,20150101T000000,12003,,20150101T000000,0,31,1,0,Fully Paid,1,0,11,3,0.2,1,0,1,0,16.3089,20170101T000000,1,0,0
11335726,13247893,15000,15000,15000, 36 months,7.62,467.43,A,A3,Orthodontist,10+ years,RENT,45000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11335726,  Borrower added on 01/28/14 > loan consolidation<br><br> Borrower added on 01/28/14 > credit card debt and loan on truck<br>what else would like<br>,debt_consolidation,Debt consolidation,650xx,MO,12.45,1,19650701T000000,0,4,,8,0,9703,25.3,21,f,0,0,15616.6,15616.6,15000,616.59,0,0,0,20140901T000000,12812,,20140901T000000,0,,1,0,Fully Paid,1,0,11,6,0.6,0,1,1,0,12.4648,20170201T000000,0,1,1
11295656,13207829,7900,7900,7900, 36 months,14.98,273.78,C,C3,Licensed Nurse,7 years,RENT,55000,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11295656,,debt_consolidation,Debt consolidation,953xx,CA,4.1,0,19971101T000000,0,,,8,0,3216,48,14,w,0,0,8932.93,8932.93,7900,1032.93,0,0,0,20150201T000000,5921.35,,20150101T000000,0,,1,0,Fully Paid,1,0,8,4,0.6,1,1,1,0,5.97338,20170101T000000,1,1,1
11285714,13197887,35000,35000,35000, 36 months,18.25,1269.73,D,D3,,10+ years,OWN,175000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11285714,  Borrower added on 01/27/14 > The loan would be used to pay down credit card debt and taxes due on our 2012 income tax return.<br>,other,Other,949xx,CA,5.61,0,19850501T000000,0,,112,15,1,18869,67.1,27,f,0,0,39372.2,39372.2,35000,4372.22,0,0,0,20141101T000000,29214.4,,20141101T000000,0,,1,0,Fully Paid,1,0,11,3,0.6,1,0,1,0,8.70672,20170101T000000,1,0,1
11285703,13197875,16000,16000,15975, 36 months,15.61,559.44,C,C4,Logistic Manager/Master Scheduler,5 years,RENT,53000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11285703,,credit_card,Credit card refinancing,890xx,NV,20.34,0,19910501T000000,2,,57,12,1,17915,71.1,32,f,0,0,17533.7,17506.3,16000,1533.73,0,0,0,20141001T000000,13617.6,,20141001T000000,0,,1,0,Fully Paid,1,0,6,4,0.8,1,0,1,0,12.6666,20170101T000000,1,0,1
11275611,13187775,1600,1600,1600, 36 months,14.98,55.45,C,C3,Equipment Operator,10+ years,MORTGAGE,112000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11275611,,medical,Medical expenses,997xx,AK,22.66,2,19900601T000000,1,1,,11,0,34591,75,31,f,0,0,1677.22,1677.22,1600,77.22,0,0,0,20140601T000000,1510.87,,20140501T000000,0,,1,0,Fully Paid,1,0,11,4,0.6,0,1,1,0,0.594107,20170101T000000,0,1,1
11284748,13196907,14000,14000,14000, 36 months,6.03,426.1,A,A1,Data Analyst,2 years,RENT,60000,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11284748,,debt_consolidation,Debt consolidation,234xx,VA,6.08,0,20050301T000000,0,,,7,0,1300,3.9,18,w,0,0,14205.7,14205.7,14000,205.68,0,0,0,20140501T000000,13353.5,,20140501T000000,0,,1,0,Fully Paid,1,0,3,6,0.2,1,1,1,0,8.522,20170101T000000,1,1,1
11265719,13177899,12325,12325,12325, 60 months,20.5,329.98,E,E1,Sr. Network Engineer,5 years,MORTGAGE,106800,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11265719,  Borrower added on 01/27/14 > Consolidate debt and prepare for down payment of new house.<br>,house,Home buying,080xx,NJ,8.74,0,19991101T000000,0,64,59,10,1,4631,53.8,48,f,0,0,14678,14678,12325,2352.99,0,0,0,20150101T000000,11378.2,,20150101T000000,0,64,1,0,Fully Paid,1,0,6,2,0.2,1,0,1,0,3.70764,20190101T000000,0,0,0
11235300,13147468,15175,15175,15175, 36 months,14.98,525.9,C,C3,Project Superintendent,9 years,MORTGAGE,100000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11235300,,debt_consolidation,Debt consolidation,981xx,WA,3.01,0,20020101T000000,4,37,,4,0,12705,56.5,11,w,0,0,16079.6,16079.6,15175,904.65,0,0,0,20140701T000000,13976,,20140701T000000,0,37,1,0,Fully Paid,1,0,10,4,0.6,1,1,1,0,6.3108,20170101T000000,0,1,0
10865384,12747527,14375,14375,14375, 60 months,20.5,384.86,E,E1,Plant Accountant,6 years,MORTGAGE,53000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10865384,,debt_consolidation,Debt consolidation,267xx,WV,16.08,0,19991101T000000,1,,,14,0,13238,33.3,32,w,0,0,14863.8,14863.8,14375,488.77,0,0,0,20140401T000000,14478.9,,20150201T000000,0,,1,0,Fully Paid,1,0,7,2,0.2,1,1,1,0,8.71381,20190101T000000,1,1,1
11215626,13127794,10000,10000,10000, 36 months,14.98,346.56,C,C3,Nurse,3 years,OWN,55000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11215626,  Borrower added on 01/27/14 > consolidate debt<br>,debt_consolidation,Debt consolidation,335xx,FL,8.31,0,20061201T000000,1,,,17,0,9862,22.5,26,f,0,0,11020.9,11020.9,10000,1020.9,0,0,0,20141101T000000,8248.42,,20141101T000000,0,,1,0,Fully Paid,1,0,4,4,0.6,1,1,1,0,7.56131,20170101T000000,1,1,1
11245414,13157572,6775,6775,6775, 36 months,17.57,243.48,D,D2,MANAGER,4 years,RENT,20000,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11245414,  Borrower added on 01/27/14 > WANT TO GET RID OF ALL MY CURRENT BALANCES ON CREDIT CREDIT CARDS IN ORDER TO QUICKEN MY FINANCIAL GOALS.<br>,other,Other,770xx,TX,6.18,0,20101201T000000,0,,,4,0,4611,63.2,6,f,0,0,6874.2,6874.2,6775,99.2,0,0,0,20140301T000000,6874.2,,20140301T000000,0,,1,0,Fully Paid,1,0,5,3,0.4,1,1,1,0,14.6088,20170101T000000,1,1,1
11245582,13157744,12500,12500,12475, 36 months,13.98,427.1,C,C1,Account Manager ,< 1 year,MORTGAGE,50000,Not Verified,20140101T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11245582,,debt_consolidation,Debt consolidation,342xx,FL,16.56,0,20000901T000000,1,36,,19,0,16522,56.6,29,f,0,0,3025.7,3019.65,1738.81,1286.89,0,0,0,20141201T000000,231.55,,20150101T000000,0,,1,0,Charged Off,1,1,1,4,0.2,1,1,1,1,10.2504,20170101T000000,0,1,1
11245729,13157892,6000,6000,6000, 36 months,12.85,201.74,B,B4,Accounting Technician II,10+ years,MORTGAGE,47000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11245729,,debt_consolidation,Debt consolidation,995xx,AK,16.2,0,19890901T000000,0,40,,7,0,8832,42.1,14,w,0,0,6471.88,6471.88,6000,471.88,0,0,0,20141001T000000,5059.7,,20141001T000000,0,,1,0,Fully Paid,1,0,11,5,0.8,1,1,1,0,5.15081,20170101T000000,0,1,1
11005026,12917183,7000,7000,7000, 36 months,13.98,239.18,C,C1,Personal banker,4 years,RENT,44000,Source Verified,20140101T000000,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11005026,  Borrower added on 01/27/14 > To pay off high interest credit cards<br>,debt_consolidation,Debt consolidation,303xx,GA,21.96,0,19961001T000000,0,,63,8,3,5560,32,13,f,5686.33,5686.33,1913.44,1913.44,1313.67,599.77,0,0,0,20141001T000000,239.18,20150301T000000,20150201T000000,0,,1,0,Default,1,1,5,4,0.2,1,0,1,0,6.52309,20170101T000000,1,0,1
11014911,12927058,2800,2800,2800, 36 months,22.4,107.52,E,E3,Mechanic ,4 years,MORTGAGE,52000,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11014911,,medical,Medical expenses,679xx,KS,11.79,0,20070901T000000,1,,,12,0,10447,93.3,13,w,0,0,2953.69,2953.69,2800,153.69,0,0,0,20140401T000000,2738.65,,20140601T000000,0,,1,0,Fully Paid,1,0,5,2,0.6,1,1,1,0,2.48123,20170101T000000,1,1,1
10905390,12787541,35000,35000,35000, 60 months,22.4,974.64,E,E3,Loan Offcier,2 years,MORTGAGE,540000,Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10905390,,debt_consolidation,Debt consolidation,024xx,MA,5.18,0,19990601T000000,3,,,15,0,51308,45.9,44,f,0,0,31898.6,31898.6,26777.7,5072.17,48.73,0,0,20141001T000000,25027.3,,20141001T000000,0,,1,0,Charged Off,1,1,3,2,0.6,1,1,1,0,2.16587,20190201T000000,1,1,1
10545533,12427633,10625,10625,10625, 60 months,22.4,295.88,E,E3,Store Manager,10+ years,MORTGAGE,86000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10545533,"  Borrower added on 01/27/14 > Loan is for paying off 4 credit cards. Combine all balances into one payment and reduce monthly payment, reduce time to pay 4 separate bills.  Then eliminate the credit card accounts and then focus to pay off this loan.<br>",credit_card,Credit card refinancing,980xx,WA,20.44,0,20021201T000000,3,,,8,0,5894,59.5,27,f,0,0,12341.5,12341.5,10625,1716.52,0,0,0,20141101T000000,9974.48,,20150201T000000,0,,1,0,Fully Paid,1,0,11,2,0.6,1,1,1,0,4.12856,20190101T000000,1,1,1
10676301,12568385,8975,8975,8925, 36 months,12.85,301.76,B,B4,,n/a,OWN,24000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10676301,,home_improvement,Home improvement,338xx,FL,21.3,0,19770201T000000,0,44,,7,0,3116,9.1,21,f,0,0,9165.02,9113.96,8975,190.02,0,0,0,20140401T000000,8863.26,,20140401T000000,0,44,1,0,Fully Paid,1,0,0,5,0.8,1,1,1,1,15.088,20170101T000000,0,1,0
8648981,10420783,10625,10625,10625, 36 months,13.53,360.72,B,B5,CLAIMS SPECIALIST,4 years,MORTGAGE,43850,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8648981,,debt_consolidation,CLEAN UP ,330xx,FL,28,1,19931101T000000,1,19,,16,0,17162,35.6,27,w,0,0,10976.2,10976.2,10625,351.22,0,0,0,20140501T000000,10254.8,,20150201T000000,0,,1,0,Fully Paid,1,0,5,5,1,0,1,1,0,9.87147,20170101T000000,0,1,1
10737317,12629362,20000,20000,20000, 36 months,13.53,679,B,B5,Project Manager,10+ years,MORTGAGE,200000,Verified,20140101T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10737317,,debt_consolidation,Debt consolidation,282xx,NC,18.85,4,19930701T000000,1,15,,13,0,10032,53.6,36,w,0,0,4074,4074,2798.86,1275.14,0,0,0,20140801T000000,679,,20141201T000000,1,19,1,0,Charged Off,1,1,11,5,1,0,1,0,0,4.074,20170101T000000,0,1,0
10544859,12426989,15000,15000,15000, 36 months,14.47,516.1,C,C2,Government Banking Officer,3 years,MORTGAGE,103000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10544859,,other,Other,496xx,MI,13.54,0,19951101T000000,1,27,87,10,2,4934,37.3,51,w,0,0,16331,16331,15000,1331.05,0,0,0,20141001T000000,12718.4,,20141001T000000,0,,1,0,Fully Paid,1,0,4,4,0.4,1,0,1,0,6.01282,20170101T000000,0,0,1
10136689,11988699,21600,21600,21550, 36 months,14.98,748.56,C,C3,Accounting and Control Specialist,10+ years,RENT,62000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10136689,,debt_consolidation,Debt consolidation,622xx,IL,14.38,0,20030701T000000,0,,,10,0,14950,68,24,f,0,0,23126.7,23073.1,21600,1526.66,0,0,0,20140801T000000,19383.9,,20140701T000000,0,,1,0,Fully Paid,1,0,11,4,0.6,1,1,1,0,14.4883,20170101T000000,1,1,1
8575258,10337365,35000,35000,35000, 60 months,17.57,880.61,D,D2,New Business Field Coordinator,10+ years,MORTGAGE,108500,Verified,20140101T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8575258,  Borrower added on 01/27/14 > Credit Card Debt consolidation<br>,debt_consolidation,Debt consolidation,217xx,MD,13.9,1,19960401T000000,0,3,,14,0,39476,57.7,38,w,0,0,3522.44,3522.44,1505.27,2017.17,0,0,0,20140601T000000,880.61,,20141001T000000,0,,1,0,Charged Off,1,1,11,3,0.4,0,1,1,0,9.73947,20190101T000000,0,1,1
10746797,12638868,12000,12000,11950, 36 months,7.9,375.49,A,A4,Foreman,2 years,MORTGAGE,65000,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10746797,  Borrower added on 01/28/14 > Simply just to consolidate a few payments into one.<br>,debt_consolidation,Debt consolidation,980xx,WA,23.08,0,20061001T000000,1,,,11,0,14970,45.4,15,f,0,0,12852.8,12799.2,12000,852.78,0,0,0,20150201T000000,8722.39,,20150201T000000,0,,1,0,Fully Paid,1,0,3,6,0.8,1,1,1,0,6.93212,20170101T000000,1,1,1
10586098,12468178,11000,11000,10950, 60 months,16.99,273.32,D,D1,Registered nurse,7 years,MORTGAGE,69000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10586098,  Borrower added on 01/27/14 > Credit card consolidation<br>,debt_consolidation,Debt consolidation,281xx,NC,7.46,2,19920601T000000,0,10,,9,0,10534,47.5,42,f,0,0,11687.5,11634.4,11000,687.48,0,0,0,20141201T000000,227.59,,20141201T000000,0,,1,0,Fully Paid,1,0,8,3,0.2,0,1,1,0,4.75339,20190201T000000,0,1,1
10574650,12456797,19800,19800,19775, 36 months,14.47,681.25,C,C2,Personnel Specialist,7 years,MORTGAGE,47364,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10574650,,debt_consolidation,Debt consolidation,958xx,CA,24.68,0,20010701T000000,1,,,9,0,5421,40.8,15,f,0,0,21557,21529.8,19800,1756.98,0,0,0,20141001T000000,16788.2,,20141001T000000,0,,1,0,Fully Paid,1,0,8,4,0.4,1,1,1,0,17.2599,20170101T000000,1,1,1
11245527,13157688,12000,12000,12000, 36 months,9.67,385.35,B,B1,Agent,10+ years,MORTGAGE,68000,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11245527,,debt_consolidation,Debt consolidation,786xx,TX,12.58,0,19840701T000000,1,,,9,0,9731,91.8,18,w,0,0,12372.8,12372.8,12000,372.77,0,0,0,20140601T000000,11216.7,,20140501T000000,0,,1,0,Fully Paid,1,0,11,5,0.2,1,1,1,0,6.80029,20170101T000000,1,1,1
11275562,13187727,9250,9250,9250, 36 months,10.99,302.79,B,B2,E7/SFC,10+ years,OWN,85000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11275562,,credit_card,Credit card refinancing,283xx,NC,15.3,1,20030201T000000,1,14,,15,0,7645,82.2,28,w,0,0,10089.5,10089.5,9250,839.52,0,0,0,20150101T000000,7061.62,,20150201T000000,0,,1,0,Fully Paid,1,0,11,5,0.4,0,1,1,0,4.27468,20170101T000000,0,1,1
11315618,13227793,8700,8700,8700, 36 months,10.99,284.79,B,B2,Math Teacher,2 years,RENT,50853,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11315618,  Borrower added on 01/27/14 > Hi! I am a little in over my head with credit card bills and would like to consolidate my payments so I can move forward in my life and accomplish some of my bigger life goals!!<br>,debt_consolidation,Debt consolidation,068xx,CT,21.97,0,20080801T000000,0,,,8,0,8231,65.8,13,w,0,0,9283.85,9283.85,8700,583.85,0,0,0,20141001T000000,7290.32,,20141001T000000,0,,1,0,Fully Paid,1,0,3,5,0.4,1,1,1,0,6.72031,20170101T000000,1,1,1
11275563,13187728,6000,6000,6000, 36 months,18.25,217.67,D,D3,SALES MANAGER,6 years,MORTGAGE,60000,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11275563,"  Borrower added on 01/27/14 > I have accumulated a lot of debit over a 1 year span. I am looking to try to lower my monthly payments. At the moment i am paying over 400 dollars a month on credit card bills. It will be easier for me to pay it all off and pay all my bills, and i will be paying less.<br>",debt_consolidation,Debt consolidation,029xx,RI,13.16,1,20001001T000000,1,15,,5,0,3898,43.8,12,f,0,0,6749.52,6749.52,6000,749.52,0,0,0,20141101T000000,5008.16,,20141101T000000,0,43,1,0,Fully Paid,1,0,7,3,0.6,0,1,1,0,4.3534,20170101T000000,0,1,0
11215606,13127775,15500,15500,15500, 36 months,7.9,485,A,A4,Controller,2 years,RENT,50000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11215606,  Borrower added on 01/27/14 > I am consolidating all of my credit card balances in to 1 easy monthly payment.<br>,debt_consolidation,Debt consolidation,114xx,NY,17.79,0,19781201T000000,0,,,10,0,12399,28.2,19,w,0,0,15984.8,15984.8,15500,484.84,0,0,0,20140701T000000,14044.8,,20140701T000000,0,,1,0,Fully Paid,1,0,3,6,0.8,1,1,1,0,11.64,20170101T000000,1,1,1
11215533,13127703,8000,8000,8000, 36 months,13.53,271.6,B,B5,Electrician,10+ years,MORTGAGE,83000,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11215533,"  Borrower added on 01/27/14 > It's quite simple, I'm doing a debt consolidation<br>",debt_consolidation,Debt consolidation,874xx,NM,18.26,0,19971201T000000,2,37,114,7,1,10301,46,24,f,0,0,8807.14,8807.14,8000,807.14,0,0,0,20141201T000000,6362.74,,20141201T000000,0,,1,0,Fully Paid,1,0,11,5,1,1,0,1,0,3.92675,20170101T000000,0,0,1
11315521,13227699,6000,6000,6000, 36 months,23.7,234.46,F,F1,clerk(call center),10+ years,RENT,56000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11315521,,medical,Medical expenses,088xx,NJ,8.66,0,19840901T000000,2,26,68,3,1,729,42.9,40,f,0,0,6675.73,6675.73,6000,675.73,0,0,0,20140801T000000,5503.43,,20150201T000000,0,65,1,0,Fully Paid,1,0,11,1,0.2,1,0,1,0,5.02414,20170201T000000,0,0,0
11305658,13217815,33000,33000,32975, 60 months,17.57,830.29,D,D2,BUSINESS MGR,10+ years,RENT,73760,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11305658,  Borrower added on 01/27/14 > DEBT CONSOLIDATION<br>,debt_consolidation,Debt consolidation,968xx,HI,19.93,0,20010501T000000,0,,74,10,1,18595,61.8,15,f,0,0,38584.8,38555.5,33000,5584.76,0,0,0,20150201T000000,29451.6,,20150201T000000,0,,1,0,Fully Paid,1,0,11,3,0.4,1,0,1,0,13.508,20190101T000000,1,0,1
11244816,13156971,20000,20000,20000, 36 months,14.98,693.12,C,C3,Managing Consultant,6 years,RENT,85000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11244816,,credit_card,Credit card refinancing,802xx,CO,11.97,0,19950501T000000,3,52,,9,0,13791,78.8,33,f,0,0,22491.8,22491.8,20000,2491.79,0,0,0,20150101T000000,15560.6,,20150201T000000,0,52,1,0,Fully Paid,1,0,7,4,0.6,1,1,1,0,9.78522,20170101T000000,0,1,0
11275529,13187695,15000,15000,15000, 36 months,14.98,519.84,C,C3,Transportation Analyst,10+ years,MORTGAGE,78413,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11275529,,debt_consolidation,Debt consolidation,278xx,NC,17.89,0,19960501T000000,3,68,,14,0,16432,67.9,30,f,0,0,16221.7,16221.7,15000,1221.72,0,0,0,20140901T000000,13102.7,,20150201T000000,0,68,1,0,Fully Paid,1,0,11,4,0.6,1,1,1,0,7.95542,20170101T000000,0,1,0
11255652,13167828,18000,18000,18000, 36 months,7.62,560.91,A,A3,Controller,10+ years,MORTGAGE,85000,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11255652,,debt_consolidation,Debt consolidation,972xx,OR,20.09,0,19930101T000000,0,,,19,0,16130,47.3,59,w,0,0,18834,18834,18000,833.98,0,0,0,20141001T000000,14907.6,,20141001T000000,0,,1,0,Fully Paid,1,0,11,6,0.6,1,1,1,0,7.91873,20170101T000000,1,1,1
11315555,13227732,14400,14400,14400, 60 months,15.61,347.21,C,C4,Director of Participant Services & HIPAA,< 1 year,RENT,145000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11315555,,debt_consolidation,Debt consolidation,900xx,CA,12.62,0,19870101T000000,0,42,,9,0,4556,73.5,13,w,0,0,16176.3,16176.3,14400,1776.28,0,0,0,20141201T000000,13051.4,,20141201T000000,0,,1,0,Fully Paid,1,0,1,4,0.8,1,1,1,1,2.87346,20190101T000000,0,1,1
11215581,13127750,25000,25000,24950, 36 months,14.47,860.16,C,C2,retail store manager,10+ years,RENT,70000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11215581,  Borrower added on 01/27/14 > We want to purchase a home in the next few years and we want to improve our credit standing.  We have a goal and with this loan it will help us expedite and accomplish our dream.  It is also easier to only deal with one monthly payment each month and this works for us.  Thank you.<br>,debt_consolidation,Debt consolidation,070xx,NJ,15,0,19950601T000000,3,45,,12,0,9806,49,30,f,0,0,28240.5,28184,25000,3240.51,0,0,0,20150201T000000,18778.8,,20150201T000000,0,45,1,0,Fully Paid,1,0,11,4,0.4,1,1,1,0,14.7456,20170101T000000,0,1,0
10706285,12598396,5975,5975,5975, 36 months,13.53,202.86,B,B5,Security Officer,3 years,OWN,33500,Not Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10706285,,debt_consolidation,Debt consolidation,330xx,FL,20.08,0,20061101T000000,0,46,,13,0,6067,22.4,18,f,0,0,6355.95,6355.95,5975,380.95,0,0,0,20140801T000000,5341.65,,20150201T000000,0,46,1,0,Fully Paid,1,0,4,5,1,1,1,1,0,7.26663,20170101T000000,0,1,0
10716989,12609063,6000,6000,6000, 36 months,11.99,199.26,B,B3,Manager,10+ years,OWN,122000,Source Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10716989,  Borrower added on 01/27/14 > My loan is for home improvements.<br>,home_improvement,Home improvement,265xx,WV,1.75,0,19971001T000000,0,,111,4,1,3685,92.1,8,w,0,0,6389.93,6389.93,6000,389.93,0,0,0,20140901T000000,5194.37,,20140901T000000,0,,1,0,Fully Paid,1,0,11,5,0.6,1,0,1,0,1.95993,20170101T000000,1,0,1
10776321,12668412,15000,15000,15000, 36 months,13.98,512.52,C,C1,Regional Engineer,< 1 year,RENT,93000,Verified,20140101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10776321,  Borrower added on 01/27/14 > Refinancing higher interest rates on credit cards to a single payment<br>,credit_card,Credit card refinancing,080xx,NJ,14.14,1,19991101T000000,2,16,,15,0,13228,55.6,31,f,0,0,15833.9,15833.9,15000,833.94,0,0,0,20140701T000000,13783.9,,20150201T000000,0,16,1,0,Fully Paid,1,0,1,4,0.2,0,1,1,1,6.61316,20170101T000000,0,1,0
